University,Short Name,Доля ППС возрастной категории моложе 40 лет,Доля ППС возрастной категории моложе 65 лет,"Доля ППС, имеющих ученые степени","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Доля внебюджетных средств в доходах от научных исследований и разработок,Доля внебюджетных средств в доходах от образовательной деятельности,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов филиала  из бюджета субъекта РФ и местного бюджета,Доля доходов филиала  из внебюджетных источников,Доля доходов филиала  из федерального бюджета,Доля доходов филиала  от научных исследований и разработок в общих доходах филиала,Доля доходов филиала  от образовательной деятельности в общих доходах филиала,"Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля научных работников, имеющих ученые степени","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля персональных компьютеров, имеющих доступ к Интернету","Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Доходы вуза  из внебюджетных источников,Доходы вуза  из всех источников,Доходы вуза  от образовательной деятельности из иностранных источников,Доходы вуза из иностранных источников на выполнение НИОКР,Доходы филиала  из внебюджетных источников,Доходы филиала  из всех источников,Доходы филиала  от образовательной деятельности из иностранных источников,Доходы филиала из иностранных источников на выполнение НИОКР,Количество бизнес-инкубаторов,Количество малых предприятий,Количество персональных компьютеров,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Количество технопарков,Количество центров коллективного пользования научным оборудованием,Наличие электронной библиотечной системы,Общая площадь зданий (помещений),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров",Общая численность докторантов,"Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов",Общая численность обучающихся по программам среднего профессионального образования,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность слушателей программ дополнительного профессионального образования,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общее количество публикаций организации в расчете на 100 НПР,"Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Площадь крытых спортивных сооружений,Площадь общежитий,Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений","Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения",Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),Число диссертационных советов,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Число статей, подготовленных совместно с зарубежными организациями"
Иркутский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет кинематографии имени С.А. Герасимова»,Иркутский филиал федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет кинематографии имени С.А. Герасимова»,25.0,100.0,100.0,0.0,100.0,23.73,,,,,,0.0,24.48,75.52,0.98,99.02,0.0,0.0,28.3,84.91,0.0,75.42,0.0,,,,,13741.7,56145.7,0.0,0.0,0,0,118,0,0,0,да,14120,4,0,0,0,0,0,0,286,25,0,53,217.39,0,550.0,550.0,228,5706,8414,0,67.13,93.64,0.0,0,0,0,0
"Ишимский педагогический институт им. П.П. Ершова (филиал) федерального государственного автономного образовательного учреждения высшего образования ""Тюменский государственный университет""",Ишимский педагогический институт им. П.П. Ершова (филиал) федерального государственного автономного образовательного учреждения Тюменский государственный университет,10.2,97.96,89.8,0.0,23.78,10.53,,,,,,0.39,11.9,87.71,1.76,96.97,1.47,0.0,100.0,64.93,0.0,100.0,0.0,,,,,21618.4,181703.8,81.3,0.0,0,1,316,0,0,0,да,18197,49,0,0,0,20,0,0,0,128,290,1360,0.0,0,3193.2,3193.2,927,4930,11654,0,63.02,102.48,0.0,0,0,32,0
КПИ (филиал) УрФУ,КПИ (филиал) УрФУ,25.0,75.0,25.0,0.0,0.0,40.43,,,,,,0.0,46.77,53.23,0.0,89.37,0.33,0.0,100.0,67.21,0.0,100.0,0.0,,,,,9299.2,19884.2,0.0,0.0,0,0,116,0,0,0,да,4310,8,0,0,0,1,0,0,0,23,0,305,530.61,0,0.0,0.0,0,0,4285,0,61.26,114.55,0.0,0,9,9,0
Казанский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,Казанский институт (филиал) федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет юстиции (РПА Минюста России)»,20.69,100.0,100.0,0.0,100.0,94.16,,,,,,0.0,94.31,5.69,2.66,97.34,0.24,100.0,20.25,54.14,14.18,100.0,0.0,,,,,149770.0,158799.4,242.0,0.0,0,0,150,0,0,0,да,6084,29,0,0,0,3,1,0,1148,59,185,1269,0.0,0,4229.8,4229.8,521,0,6084,16,62.26,85.52,145.01,0,3,27,0
"Казанский кооперативный институт (филиал) автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации ""Российский университет кооперации""",Казанский кооперативный институт (филиал) автономной некоммерческой образовательной организации Центросоюза Российской Федерации Российский университет кооперации,19.42,87.38,95.15,95.33,100.0,98.11,,,,,,2.95,96.71,0.34,6.11,74.09,3.15,0.0,49.73,48.16,3.81,100.0,0.0,,,,,554181.3,573050.3,14490.9,0.0,0,0,411,0,0,0,да,14746,103,107,0,2,124,0,0,2409,209,698,3937,86.61,0,0.0,0.0,643,0,14746,232,57.78,112.12,5.67,0,627,627,0
Казанский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,Казанский филиал Образовательного учреждения профсоюзов «Академия труда и социальных отношений»,0.0,88.24,82.35,0.0,0.0,100.0,,,,,,0.0,100.0,0.0,0.0,100.0,0.91,0.0,100.0,0.0,0.0,87.5,0.0,,,,,13960.0,13960.0,0.0,0.0,0,0,40,0,0,0,да,745,17,0,0,0,3,0,0,0,25,67,328,222.97,0,0.0,0.0,0,0,745,0,59.62,22.34,28.33,0,0,0,0
Казанский филиал РМАТ,Казанский филиал РМАТ,0.0,85.71,85.71,0.0,0.0,100.0,,,,,,0.0,100.0,0.0,0.0,100.0,12.23,100.0,100.0,50.36,0.0,100.0,0.0,,,,,12477.0,12477.0,0.0,0.0,0,0,37,0,0,0,да,1468,7,0,0,0,17,1,0,0,12,0,139,0.0,0,0.0,0.0,539,0,1468,0,71.0,23.33,10.0,0,0,0,0
"Казанский филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия""(г. Казань)",Казанский филиал Федерального государственного бюджетного образовательного учреждения Российский государственный университет правосудия(г. Казань),13.73,98.04,100.0,0.0,100.0,87.54,,,,,,0.0,88.74,11.26,4.7,90.34,0.49,0.0,43.66,49.26,19.53,99.65,0.0,,,,,249099.3,280709.0,1183.6,0.0,0,0,283,0,0,0,да,30227,51,0,0,0,9,0,0,915,143,941,1823,0.0,0,13190.6,13190.6,11181,3220,26216,0,70.29,88.6,0.0,0,0,48,0
"Калининградский филиал Аккредитованного образовательного частного учреждения высшего образования ""Московский финансово-юридический университет МФЮА""",Калининградский филиал Аккредитованного образовательного частного учреждения Московский финансово-юридический университет МФЮА,12.12,72.73,68.18,0.0,100.0,100.0,,,,,,0.0,100.0,0.0,4.02,95.98,1.2,100.0,44.38,39.15,10.55,97.18,0.0,,,,,383281.5,383281.5,0.0,0.0,0,0,142,0,0,0,да,4081,66,0,0,0,26,1,0,877,88,0,2161,0.0,0,15422.0,15422.0,377,0,4081,18,57.65,79.43,79.8,0,0,102,0
"Калининградский филиал автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации ""Российский университет кооперации""",Калининградский филиал автономной некоммерческой образовательной организации Центросоюза Российской Федерации Российский университет кооперации,3.57,71.43,89.29,0.0,100.0,99.37,,,,,,0.0,99.41,0.59,5.75,93.79,2.82,100.0,39.47,48.22,4.15,95.74,0.0,,,,,66212.2,66606.0,1478.6,0.0,0,0,94,0,0,0,да,5325,28,0,0,0,19,1,0,577,55,294,674,366.05,0,3830.3,3830.3,1589,0,5325,0,54.87,97.63,79.33,0,1,130,0
"Калининградский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Санкт - Петербургский государственный аграрный университет""",Калининградский филиал федерального государственного бюджетного образовательного учреждения Санкт - Петербургский государственный аграрный университет,22.22,83.33,50.0,0.0,100.0,42.5,,,,,,0.0,41.88,58.12,4.92,82.56,3.92,0.0,100.0,19.87,0.0,100.0,0.0,,,,,19173.4,45778.1,0.0,0.0,0,0,65,0,0,0,да,8431,18,0,0,0,31,0,0,0,39,72,790,116.5,0,2250.0,2250.0,195,2271,6160,2653,59.69,69.8,0.0,0,0,78,0
Калмыцкий филиал Негосударственного образовательного частного учреждения высшего образования «Московский финансово-промышленный университет «Синергия»,Калмыцкий филиал Негосударственного образовательного частного учреждения «Московский финансово-промышленный университет «Синергия»,15.0,80.0,85.0,0.0,0.0,100.0,,,,,,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,,,,,15300.6,15300.6,0.0,0.0,0,0,47,0,0,0,да,2726,20,0,0,0,0,0,0,0,34,0,1186,174.67,0,0.0,0.0,385,0,2726,0,46.3,7.72,0.0,0,0,9,0
Калужский институт (филиал) Автономной некоммерческой организации высшего образования Московского гуманитарно-экономического университета,Калужский институт (филиал) Автономной некоммерческой организации Московского гуманитарно-экономического университета,11.54,73.08,84.62,0.0,100.0,100.0,,,,,,0.0,100.0,0.0,4.18,95.78,5.34,100.0,100.0,37.27,0.0,100.0,0.0,,,,,66924.4,66924.4,0.0,0.0,0,0,148,0,0,0,да,10834,26,0,0,0,38,2,0,0,68,0,711,482.05,0,2800.0,2800.0,503,0,10834,386,77.35,113.86,23.88,0,0,28,0
